name,url,cuisine,avgRating,numReviews,priceRange,latitude,longitude,telephone,postalCode,streetAddress,addressLocality,addressRegion,openingHoursSpecification,addressString,geoString,ratingString,full_address
VeganBurg,https://www.ubereats.com/store/veganburg/t9VEB9y5Sgis9_xwupvdmQ,"['Burgers', 'Vegetarian', 'Vegan', 'Healthy', 'Family Friendly']",4.7,86,$$,37.770286,-122.446486,+14155488000,94117,1466 Haight St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '20:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94117', 'addressCountry': 'US', 'streetAddress': '1466 Haight St'}","{'@type': 'GeoCoordinates', 'latitude': 37.770286, 'longitude': -122.446486}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '86'}","VeganBurg, 1466 Haight St, San Francisco, CA, 94117"
Uncle Boy's,https://www.ubereats.com/store/uncle-boys/6bwvXoCySuCCPYJDao2xCA,"['Burgers', 'American', 'Vegetarian Friendly', 'Sandwich']",4.8,100,$,37.777189,-122.46156,+14157424468,94118,245 Balboa St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '0:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday'], 'opens': '11:0', 'closes': '21:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '0:45'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94118', 'addressCountry': 'US', 'streetAddress': '245 Balboa St'}","{'@type': 'GeoCoordinates', 'latitude': 37.777189, 'longitude': -122.46156}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '100'}","Uncle Boy's, 245 Balboa St, San Francisco, CA, 94118"
Bizza,https://www.ubereats.com/store/bizza/HUeacv0_QyaoxH2wWq8oYQ,"['Pizza', 'Salads', 'Vegan Friendly', 'Sandwich', 'Desserts']",4.7,73,$,37.7698826,-122.4464817,+14158142580,94117,1463 Haight St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:0', 'closes': '22:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '11:0', 'closes': '23:59'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94117', 'addressCountry': 'US', 'streetAddress': '1463 Haight St'}","{'@type': 'GeoCoordinates', 'latitude': 37.7698826, 'longitude': -122.4464817}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '73'}","Bizza, 1463 Haight St, San Francisco, CA, 94117"
Roam Artisan Burgers (Marina),https://www.ubereats.com/store/roam-artisan-burgers-marina/FAd0Wl-zQjWLKo4SCiYJzw,"['Burgers', 'American', 'Sandwiches', 'Family Friendly', 'Group Friendly']",4.9,100,$,37.7978223,-122.4284965,+14154407626,94123,1785 Union St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '11:0', 'closes': '21:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94123', 'addressCountry': 'US', 'streetAddress': '1785 Union St'}","{'@type': 'GeoCoordinates', 'latitude': 37.7978223, 'longitude': -122.4284965}","{'@type': 'AggregateRating', 'ratingValue': 4.9, 'reviewCount': '100'}","Roam Artisan Burgers (Marina), 1785 Union St, San Francisco, CA, 94123"
Pakwan Restaurant,https://www.ubereats.com/store/pakwan-restaurant/-CF7SEJxTYuwNQFHpKTs8w,"['Indian', 'Vegetarian Friendly', 'Family Friendly', 'Group Friendly']",4.8,100,$,37.7856337,-122.4131523,+14157760160,94102,"501 O'Farrell St, San Francisco, USA",SF,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '22:31'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '14:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Monday', 'opens': '11:0', 'closes': '22:31'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Tuesday', 'opens': '11:0', 'closes': '22:31'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Tuesday', 'opens': '11:30', 'closes': '23:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '22:31'}]","{'@type': 'PostalAddress', 'addressLocality': 'SF', 'addressRegion': 'CA', 'postalCode': '94102', 'addressCountry': 'US', 'streetAddress': """"501 O'Farrell St, San Francisco, USA""""}","{'@type': 'GeoCoordinates', 'latitude': 37.7856337, 'longitude': -122.4131523}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '100'}","Pakwan Restaurant, 501 O'Farrell St, San Francisco, USA, SF, CA, 94102"
Taco Boys,https://www.ubereats.com/store/taco-boys/JReC68DdRrejofssPTY3KQ,"['Mexican', 'Latin American', 'New Mexican', 'Group Friendly']",4.6,84,$,37.7638992,-122.4338975,+14158293609,94114,2312 Market St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '23:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Monday', 'opens': '10:30', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday'], 'opens': '10:30', 'closes': '23:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '10:30', 'closes': '23:59'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '11:0', 'closes': '23:59'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94114', 'addressCountry': 'US', 'streetAddress': '2312 Market St'}","{'@type': 'GeoCoordinates', 'latitude': 37.7638992, 'longitude': -122.4338975}","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '84'}","Taco Boys, 2312 Market St, San Francisco, CA, 94114"
Bellissimo Pizza,https://www.ubereats.com/store/bellissimo-pizza/zPcR6w5jTwaLuK0BVYOU7w,"['Pizza', 'Italian', 'Vegan Friendly', 'Group Friendly']",4.6,100,$,37.788524,-122.415455,+14158854445,94109,920 Sutter St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '10:30', 'closes': '2:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '10:30', 'closes': '3:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94109', 'addressCountry': 'US', 'streetAddress': '920 Sutter St'}","{'@type': 'GeoCoordinates', 'latitude': 37.788524, 'longitude': -122.415455}","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '100'}","Bellissimo Pizza, 920 Sutter St, San Francisco, CA, 94109"
Kiki Japanese Restaurant,https://www.ubereats.com/store/kiki-japanese-restaurant/QJffGzILS06xpBzckhtIYg,"['Sushi', 'Japanese', 'Family Friendly', 'Group Friendly']",4.9,100,$$,37.764663,-122.466835,+14156615522,94122,1269 9th Ave,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '19:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '19:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '12:0', 'closes': '19:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '12:0', 'closes': '16:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '12:0', 'closes': '19:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94122', 'addressCountry': 'US', 'streetAddress': '1269 9th Ave'}","{'@type': 'GeoCoordinates', 'latitude': 37.764663, 'longitude': -122.466835}","{'@type': 'AggregateRating', 'ratingValue': 4.9, 'reviewCount': '100'}","Kiki Japanese Restaurant, 1269 9th Ave, San Francisco, CA, 94122"
King's Thai Cuisine II,https://www.ubereats.com/store/kings-thai-cuisine-ii/HJAm5yTpSFOBosb47-HoKw,"['Thai', 'Noodles', 'Seafood', 'Family Friendly', 'Group Friendly']",4.9,100,$$,37.783251,-122.463134,+14158319953,94118,346 Clement St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '23:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94118', 'addressCountry': 'US', 'streetAddress': '346 Clement St'}","{'@type': 'GeoCoordinates', 'latitude': 37.783251, 'longitude': -122.463134}","{'@type': 'AggregateRating', 'ratingValue': 4.9, 'reviewCount': '100'}","King's Thai Cuisine II, 346 Clement St, San Francisco, CA, 94118"
Gioia Pizzeria - Hayes Valley,https://www.ubereats.com/store/gioia-pizzeria-hayes-valley/-59WqecmTtajE4Ut6v-sjw,"['Pizza', 'American', 'Italian', 'Family Friendly']",4.9,100,$,37.7765842,-122.4258532,+14158729427,94102,579 Hayes St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '22:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94102', 'addressCountry': 'US', 'streetAddress': '579 Hayes St'}","{'@type': 'GeoCoordinates', 'latitude': 37.7765842, 'longitude': -122.4258532}","{'@type': 'AggregateRating', 'ratingValue': 4.9, 'reviewCount': '100'}","Gioia Pizzeria - Hayes Valley, 579 Hayes St, San Francisco, CA, 94102"
Akira Japanese Restaurant,https://www.ubereats.com/store/akira-japanese-restaurant/ePIjM09fRc-ulbNeoVj2sg,"['Sushi', 'Asian', 'Japanese', 'Family Friendly', 'Allergy Friendly', 'Group Friendly']",4.7,51,$,37.7884078,-122.4242242,+14158008498,94109,1634 Bush St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday'], 'opens': '12:0', 'closes': '15:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday'], 'opens': '17:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '12:0', 'closes': '15:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '17:0', 'closes': '21:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94109', 'addressCountry': 'US', 'streetAddress': '1634 Bush St'}","{'@type': 'GeoCoordinates', 'latitude': 37.7884078, 'longitude': -122.4242242}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '51'}","Akira Japanese Restaurant, 1634 Bush St, San Francisco, CA, 94109"
Little Original Joe's,https://www.ubereats.com/store/little-original-joes/SceD9Dd0QS27m3Y37677VQ,"['Pizza', 'Pasta', 'Italian', 'Group Friendly']",4.9,100,"",37.73655,-122.47025,+14157591155,94127,393 West Portal Avenue,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '14:55'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '16:0', 'closes': '21:55'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '14:55', 'closes': '16:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94127', 'addressCountry': 'US', 'streetAddress': '393 West Portal Avenue'}","{'@type': 'GeoCoordinates', 'latitude': 37.73655, 'longitude': -122.47025}","{'@type': 'AggregateRating', 'ratingValue': 4.9, 'reviewCount': '100'}","Little Original Joe's , 393 West Portal Avenue, San Francisco, CA, 94127"
Pho Ga,https://www.ubereats.com/store/pho-ga/J-yt8TiCRE6peQmxh6Peng,"['BBQ', 'Noodles', 'Vietnamese', 'Family Friendly', 'Exclusive to Eats', 'Group Friendly']",4.8,100,$$,37.7543552,-122.4778216,+14155661688,94122,1310 Noriega St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '10:30', 'closes': '20:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94122', 'addressCountry': 'US', 'streetAddress': '1310 Noriega St'}","{'@type': 'GeoCoordinates', 'latitude': 37.7543552, 'longitude': -122.4778216}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '100'}","Pho Ga, 1310 Noriega St, San Francisco, CA, 94122"
Torraku Ramen,https://www.ubereats.com/store/torraku-ramen/iFX_pnxlSmuceeimBtldvA,"['Ramen', 'Japanese', 'Comfort Food', 'Allergy Friendly']",4.9,30,"",37.800985,-122.425665,+14159363641,94123,1449 Lombard Street,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '15:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '17:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '12:0', 'closes': '15:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '17:0', 'closes': '21:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94123', 'addressCountry': 'US', 'streetAddress': '1449 Lombard Street'}","{'@type': 'GeoCoordinates', 'latitude': 37.800985, 'longitude': -122.425665}","{'@type': 'AggregateRating', 'ratingValue': 4.9, 'reviewCount': '30'}","Torraku Ramen, 1449 Lombard Street, San Francisco, CA, 94123"
Oasis Grill - Drumm St,https://www.ubereats.com/store/oasis-grill-drumm-st/OlqvBDWwStWOPuoPF7oNEw,"['Mediterranean', 'Vegan Friendly', 'Vegetarian Friendly', 'Halal', 'Family Friendly', 'Group Friendly']",4.7,66,$$,37.794456,-122.396874,+14157810313,94111,91 Drumm St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '10:0', 'closes': '18:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '9:0', 'closes': '20:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '10:0', 'closes': '18:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94111', 'addressCountry': 'US', 'streetAddress': '91 Drumm St'}","{'@type': 'GeoCoordinates', 'latitude': 37.794456, 'longitude': -122.396874}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '66'}","Oasis Grill - Drumm St, 91 Drumm St, San Francisco, CA, 94111"
Curry Leaf,https://www.ubereats.com/store/curry-leaf/2WF2wub9RAC2GYMj4zn5fQ,"['Indian', 'Halal', 'Pakistani', 'Family Friendly', 'Group Friendly']",4.8,100,$$,37.80309,-122.4145717,+14154404293,94133,943 Columbus Ave,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '22:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '22:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94133', 'addressCountry': 'US', 'streetAddress': '943 Columbus Ave'}","{'@type': 'GeoCoordinates', 'latitude': 37.80309, 'longitude': -122.4145717}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '100'}","Curry Leaf, 943 Columbus Ave, San Francisco, CA, 94133"
Hi-Way Burger &amp; Fry,https://www.ubereats.com/store/hi-way-burger-%26-fry/QR-TdQh3SiWaQ4xkCyHpKQ,"['Burgers', 'American', 'Sandwiches', 'Group Friendly']",4.8,100,$,37.75139,-122.42876,+14156416000,94114,3853 24th St,SF,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:0', 'closes': '20:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '11:0', 'closes': '21:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'SF', 'addressRegion': 'CA', 'postalCode': '94114', 'addressCountry': 'US', 'streetAddress': '3853 24th St'}","{'@type': 'GeoCoordinates', 'latitude': 37.75139, 'longitude': -122.42876}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '100'}","Hi-Way Burger &amp; Fry, 3853 24th St, SF, CA, 94114"
Taqueria Guadalajara (24th Street),https://www.ubereats.com/store/taqueria-guadalajara-24th-street/kIL-ebAKSaGvInSy7N5JGg,"['Mexican', 'Latin American', 'New Mexican', 'Family Friendly', 'Eats XL', 'Group Friendly']",4.7,100,$,37.7525534,-122.4150063,+14156424892,94110,3146 24th St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:0', 'closes': '22:41'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '11:0', 'closes': '1:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94110', 'addressCountry': 'US', 'streetAddress': '3146 24th St'}","{'@type': 'GeoCoordinates', 'latitude': 37.7525534, 'longitude': -122.4150063}","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '100'}","Taqueria Guadalajara (24th Street), 3146 24th St, San Francisco, CA, 94110"
Piccolo Forno,https://www.ubereats.com/store/piccolo-forno/2dv4PlGCQcWWEFRFvTAl1w,"['Italian', 'Pasta', 'Comfort Food', 'Allergy Friendly']",4.8,16,$,37.8013731,-122.4120086,+14155161363,94133,725 Columbus Ave,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday'], 'opens': '11:45', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '11:45', 'closes': '21:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94133', 'addressCountry': 'US', 'streetAddress': '725 Columbus Ave'}","{'@type': 'GeoCoordinates', 'latitude': 37.8013731, 'longitude': -122.4120086}","{'@type': 'AggregateRating', 'ratingValue': 4.8, 'reviewCount': '16'}","Piccolo Forno, 725 Columbus Ave, San Francisco, CA, 94133"
Taqueria Los Mayas,https://www.ubereats.com/store/taqueria-los-mayas/ibMdzDLVT3GTSJZxd5AeGg,"['Mexican', 'Family Friendly', 'Black-owned', 'Alcohol']",4.9,100,$$,37.7828416,-122.4628143,+14155482800,94118,331 Clement St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:15', 'closes': '20:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:15', 'closes': '19:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '11:15', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '11:15', 'closes': '20:30'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94118', 'addressCountry': 'US', 'streetAddress': '331 Clement St'}","{'@type': 'GeoCoordinates', 'latitude': 37.7828416, 'longitude': -122.4628143}","{'@type': 'AggregateRating', 'ratingValue': 4.9, 'reviewCount': '100'}","Taqueria Los Mayas, 331 Clement St, San Francisco, CA, 94118"
KAIYO,https://www.ubereats.com/store/kaiyo/q7U3qGSyRNWHjozXfdDaqQ,"['Peruvian', 'Japanese', 'Asian Fusion', 'Allergy Friendly']",,,"",37.797983,-122.42962,+14155254804,94123,1838 Union St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '16:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '16:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '16:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '12:0', 'closes': '16:0'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94123', 'addressCountry': 'US', 'streetAddress': '1838 Union St'}","{'@type': 'GeoCoordinates', 'latitude': 37.797983, 'longitude': -122.42962}",{},"KAIYO, 1838 Union St, San Francisco, CA, 94123"
El Burrito Express 2,https://www.ubereats.com/store/el-burrito-express-2/2wEcGHVVQJ2kZog5TXAM3A,"['Mexican', 'Group Friendly']",4.9,100,$$,37.7864246,-122.4399603,+14157764246,94115,1812 Divisadero St,San Francisco,CA,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '10:0', 'closes': '20:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '11:0', 'closes': '20:45'}]","{'@type': 'PostalAddress', 'addressLocality': 'San Francisco', 'addressRegion': 'CA', 'postalCode': '94115', 'addressCountry': 'US', 'streetAddress': '1812 Divisadero St'}","{'@type': 'GeoCoordinates', 'latitude': 37.7864246, 'longitude': -122.4399603}","{'@type': 'AggregateRating', 'ratingValue': 4.9, 'reviewCount': '100'}","El Burrito Express 2, 1812 Divisadero St, San Francisco, CA, 94115"
